회사명,사업연도,보고서종류,재무제표종류,과목명
삼성전자,2022,사업보고서,CFS,"영업이익, 수익(매출액), 매출원가, 매출총이익, 판매비와관리비, 연구개발비용, 비용의 성격별 분류"
